PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	Dosing Guideline	External Vocabulary
PA152530737	dilazep				Drug/Small Molecule	null		No	"NDFRT:N0000167247(Dilazep [Chemical/Ingredient])","UMLS:C0012367(Dilazep [Chemical/Ingredient])"
PA165958413	diloxanide	"diloxanide furoate"			Drug/Small Molecule	"ChemSpider:18400","DrugBank:DB08792"		No	"ATC:P01AC(Dichloroacetamide derivatives)","RxNorm:67182(Diloxanide)","UMLS:C0206816(Diloxanide)"
PA449334	diltiazem	"d-cis-Diltiazem"	"Adizem","Diltia","Viazem","Citizem","Diladel","Endrydil","Incoril AP","Deltazen","Britiazim","Altiazem","Angizem","Acalix","Dilcontin","Nu-Diltiaz","Cormax","Dilacor","Dilzen","Herbesser","Masdil","Anoheal","Dilta-Hexal","Dilzem","Bruzem","Cartia XT","Cardizem CD","Tiazac XC","Calcicard","Syn-Diltiazem","Cardizem SR","Dilrene","Tiazac Tildiem","Cardizem","Dilpral","Tiamate","Anginyl","Dilacor-XR","Cardizen LA","Novo-Diltazem","Apo-Diltiaz","Dilt-cd","Tiazac","Dilticard"		Drug/Small Molecule	"BindingDB:50004704","ChEBI:101278","ChemSpider:35850","DrugBank:DB00343","Drugs Product Database (DPD):2244728","FDA Drug Label at DailyMed:61bf535a-3ed5-4c50-b285-6dcee0624c2d","IUPHAR Ligand:2298","IUPHAR Ligand:2349","IUPHAR Ligand:2512","IUPHAR Ligand:2526","KEGG Compound:C06958","National Drug Code Directory:54868-4970-0","PubChem Compound:39186","PubChem Substance:180243","PubChem Substance:46505667","Therapeutic Targets Database:DAP001262","Web Resource:http://en.wikipedia.org/wiki/Diltiazem"	CC(=O)O[C@@H]1[C@@H](Sc2ccccc2N(C1=O)CCN(C)C)c3ccc(cc3)OC	No	"ATC:C08DB(Benzothiazepine derivatives)","NDFRT:N0000147814(DILTIAZEM)","RxNorm:3443(Diltiazem)","UMLS:C0012373(Diltiazem)"
PA449338	dimenhydrinate	"Diphenhydramine Theoclate","Diphenhydrinate"	"Gravol","Travelin","Xamamina","Reise-Engletten","Troversin","Novamine","Permital","Travelmin","Eldodram","Hydrinate","Dramyl","Amosyt","Dimenest","Diamarin","Aviomarin","Chloranautine","Supremal","Andramine","Dromyl","Dramamin","Dimentabs","Dramalen","Antemin","Teodramin","Anautine","Dimate","Dramilin","Gravinol","Vomex A","Dramarin","Neo-Navigan","Menhydrinate"		Drug/Small Molecule	"ChEBI:4604","ChemSpider:390044","DrugBank:DB00985","Drugs Product Database (DPD):2241532","FDA Drug Label at DailyMed:fd0b42d6-6733-4525-6283-715ee5a466a9","KEGG Drug:D00520","National Drug Code Directory:0409-0468-05","PubChem Compound:441281","PubChem Substance:46504881","PubChem Substance:7847586","Therapeutic Targets Database:DAP000333","Web Resource:http://en.wikipedia.org/wiki/Dimenhydrinate"		No	"ATC:R06AA(Aminoalkyl ethers)","NDFRT:N0000146389(DIMENHYDRINATE)","RxNorm:3444(Dimenhydrinate)","UMLS:C0012381(Dimenhydrinate)"
PA165958406	dimercaprol	""2,3-dimercapro"","british anti-lewisite",""2,3-dimercaptopropanol"","bal"	"Dimercaprol","Bal In Oil Injection"		Drug/Small Molecule	"ChEBI:554382","ChemSpider:2971","DrugBank:DB06782","FDA Drug Label at DailyMed:2ed1fc15-ca74-400e-bfdb-64483b2c590b","KEGG Compound:C02924","KEGG Drug:D00167","National Drug Code Directory:11098-526-03","PubChem Compound:3080","PubChem Substance:99443293"		No	"ATC:V03AB(Antidotes)","NDFRT:N0000146440(DIMERCAPROL)","RxNorm:3445(Dimercaprol)","UMLS:C0012383(Dimercaprol)"
PA165958420	dimethindene	"dimethylp¿yrindene","(±)-dimet¿hindene"	"Foristal","Fenistil","Pecofenil","Fengel","Triten"		Drug/Small Molecule	"ChEBI:126443","ChemSpider:20541","DrugBank:DB08801","KEGG Drug:D07853"		No	"ATC:D04AA(Antihistamines for topical use)","ATC:R06AB(Substituted alkylamines)","NDFRT:N0000167349(Dimethindene [Chemical/Ingredient])","RxNorm:3449(Dimethindene)","UMLS:C0012390(Dimethindene)"
PA449342	dimethyl sulfoxide	"Dimethyl sulpoxide","Sulfinylbismethane","Methyl sulfoxide","Methylsulfinylmethane","Diemthyl sulfoxide","Dimethyl sulfur oxide","Dimethyl sulphoxide","Sulfinylbis-methane","Dimexidum","Sulfinyldimethane","Dimethyl sulfoxide BP"	"Gamasol 90","Dromisol","Hyadur","Kemsol","Dipirartril-tropico","Dermasorb","Doligur","Dimexide","Demsodrox","Dolicur","Domoso","Durasorb","Demasorb","Sclerosol","Topsym","Syntexan","Infiltrina","Decap","Deltan","Somipront","Demeso","Demavet","Rimso 50"	"Synotic Otic Solution (Dimethyl sulfoxide + Fluocinolone acetonide)"	Drug/Small Molecule	"ChEBI:28262","ChemSpider:659","DrugBank:DB01093","Drugs Product Database (DPD):2243231","FDA Drug Label at DailyMed:58b25d79-78f2-4953-b0c6-61658dc4ef0d","HET:DMS","KEGG Compound:C11143","KEGG Drug:D01043","National Drug Code Directory:67457-177-50","PDB:DMS","PubChem Compound:679","PubChem Substance:13325","PubChem Substance:46505009","Web Resource:http://en.wikipedia.org/wiki/Dimethyl_sulfoxide"	CS(=O)C	No	"ATC:G04BX(Other urologicals)","ATC:M02AX(Other topical products for joint and muscular pain)","NDFRT:N0000147300(DIMETHYL SULFOXIDE)","RxNorm:3455(Dimethyl Sulfoxide)","UMLS:C0012403(Dimethyl Sulfoxide)"
PA164781385	dinoprost tromethamine	"PGF2-alpha THAM","Prostin F2 Alpha","PGF2alpha THAM","Prostaglandin F2a tromethamine",""Dinoprost, trometamol salt"","Prostaglandin F2alpha tham","Prostaglandin F2-alpha THAM"	"Dinolytic","Pronalgon F","Ensaprost","Panacelan F tromethamine salt","Lutalyse","Prostalmon F","Zinoprost"		Drug/Small Molecule	"ChemSpider:4445570","DrugBank:DB01160","Drugs Product Database (DPD):813605","KEGG Drug:D01352","PubChem Compound:5282415","PubChem Substance:213676","PubChem Substance:46509164","Therapeutic Targets Database:DAP000826"		No	"ATC:G02AD(Prostaglandins)","MeSH:C010714(dinoprost tromethamine)","NDFRT:N0000146427(DINOPROST TROMETHAMINE)","RxNorm:23321(dinoprost tromethamine)","UMLS:C0058310(dinoprost tromethamine)"
PA449345	dinoprostone	"PGE2","Dinoprostone Prostaglandin E2","Prostaglandin E2"	"Prostarmon E","Prepidil","Prostin E2","Prostin E","Cervidil","Propess"		Drug/Small Molecule	"BindingDB:35847","ChEBI:15551","ChemSpider:4444059","DrugBank:DB00917","Drugs Product Database (DPD):2231047","FDA Drug Label at DailyMed:ab03de5b-782c-4f81-a8dc-7ef9969dd0cf","IUPHAR Ligand:1883","IUPHAR Ligand:1916","KEGG Compound:C00584","KEGG Drug:D00079","National Drug Code Directory:0009-3359-02","PubChem Compound:5280360","PubChem Substance:46505549","PubChem Substance:7847147","Therapeutic Targets Database:DAP000360","Web Resource:http://en.wikipedia.org/wiki/Dinoprostone"		No	"ATC:G02AD(Prostaglandins)","MeSH:C011987(8-isoprostaglandin E2)","MeSH:C017969(poly AO-79)","NDFRT:N0000146431(DINOPROSTONE)","RxNorm:3478(Dinoprostone)","UMLS:C0012472(Dinoprostone)"
PA164712689	Dipeptidyl peptidase 4 (DPP-4) inhibitors				Drug Class	null		No	"ATC:A10BH(Dipeptidyl peptidase 4 (DPP-4) inhibitors)"
PA164748388	diphemanil methylsulfate		"Prantal"		Drug/Small Molecule	"ChEBI:59782","ChemSpider:5896","DrugBank:DB00729","Drugs Product Database (DPD):176885","PubChem Compound:6126","PubChem Substance:149020","PubChem Substance:46506069","Therapeutic Targets Database:DAP001130"		No	""ATC:A03AB(Synthetic anticholinergics, quaternary ammonium compounds)"","MeSH:C028209(diphemanil methylsulfate)","RxNorm:23364(diphemanil methylsulfate)","UMLS:C0058365(diphemanil methylsulfate)"
PA449349	diphenhydramine	"Diphenhydramine Salicylate","Diphenhydramine Hcl","o-benzhydryldimethylaminoethanol",""2-diphenylmethoxy-n,n-demthylethanamine"","Diphenhydramine Base","beta-dimethylaminoethyl benzhydryl ether","Diphenylhydramine"	"Ibiodral","Antomin","Drylistan","Syntodril","Diphen Cough","Hyadrine","Dylamon","Dermistina","Difenidramina","Dormarex 2","Dihidral","Twilite Caplets","Benzhydroamina","Sleep-Eze D","Allerdryl","Benadryl Allergy","Dryistan","Allergin","Aleryl","Hyrexin","Bena","Benzhydril","Siladryl","Banophen","Histaxin","Difedryl","Amidryl","Allergina","Benodin","Antitussive","Genahist","Benzhydryl","Diabenyl","Diphantine","Dimedryl","Etanautine","Benadryl","Difenhydramin","Banophen Caplets","Allergival","Bagodryl","Alledryl","Allergan B","Mephadryl","Aller-Med","Baramine","Dibondrin","Dibenil","Ambodryl","Benodine","Restamin","Sleep-Eze D Extra Strength","Belix","Allermax Caplets","Diphenhist Captabs","Benylan","Automin","Dimedrol","Rigidyl","Benadrin","Benylin","Benachlor","Rigidil","Dabylen","Nytol Quickcaps","Torinal","Silphen","Soverin","Antistominum","Ben-Allergin","Hydramine","Betramin","Dibendrin","Nausen","Allergical","Debendrin","Diphen","Probedryl","Benapon","Nervine Nighttime Sleep-Aid","Sominex","Novamina","Dermodrin","Unisom Sleepgels Maximum Strength","Nytol Quickgels","Vicks Formula 44","Diphenhist","Beldin","Diabylen","Benzhydraminum","Allergeval","Vena","Benadryl Preservative Free","Desentol","Medidryl","Syntedril","Benzhydramine","Benzantine","Compoz"	"Ambenyl Cough Syrup (Ammonium Chloride + Bromodiphenhydramine Hydrochloride + Codeine Phosphate + Diphenhydramine Hydrochloride + Potassium Guaiacol Sulphonate)","Benadryl Decongestant Tablets (Diphenhydramine Hydrochloride + Pseudoephedrine Hydrochloride)","Bye Bye Bite Lot (Benzocaine + Diphenhydramine Hydrochloride + Menthol)","Caladryl Cream (Calamine + Diphenhydramine Hydrochloride)","Caladryl Lotion (Calamine + Diphenhydramine Hydrochloride)","Calamine Lotion W Antihistamine (Calamine + Diphenhydramine Hydrochloride)","Calamine Lotion with Antih Lot (Calamine + Diphenhydramine Hydrochloride + Zinc Oxide)","Calamine W Antihistamine Lotion (Calamine + Diphenhydramine Hydrochloride)","Calmylin #4 Syr (Ammonium Chloride + Dextromethorphan Hydrobromide + Diphenhydramine Hydrochloride)","Children's Tylenol Allergy - D Chewable Tablets (Acetaminophen + Diphenhydramine Hydrochloride + Pseudoephedrine Hydrochloride)","Children's Tylenol Allergy-D Suspension (Acetaminophen + Diphenhydramine Hydrochloride + Pseudoephedrine Hydrochloride)","Contac Day & Night Sinus/Allergy Caplet (Acetaminophen + Diphenhydramine Hydrochloride + Pseudoephedrine Hydrochloride)",""Contac-C Ext.Stren.Night Time Cough,Cold&Flu (Acetaminophen + Diphenhydramine Hydrochloride + Pseudoephedrine Hydrochloride)"","Cough Syr W Codeine Diphenhyd Hcl & Ammon Cl (Ammonium Chloride + Codeine Phosphate + Diphenhydramine Hydrochloride)","Dm Cough Syr (Ammonium Chloride + Dextromethorphan Hydrobromide + Diphenhydramine Hydrochloride)","Dm Plus Cough Syrup (Ammonium Chloride + Dextromethorphan Hydrobromide + Diphenhydramine Hydrochloride)","Dm Syrup (Ammonium Chloride + Dextromethorphan Hydrobromide + Diphenhydramine Hydrochloride)","Pulmorex Expectorant Liq (Ammonium Chloride + Diphenhydramine Hydrochloride + Guaifenesin)","Salonpas Medicated Plaster (Borneol + Camphor + Diphenhydramine + Menthol + Methyl Salicylate + Olive Oil + Rosin + Thymol + Zinc Oxide)","Sinutab N.T. Regular Strength Caplets (Acetaminophen + Diphenhydramine Hydrochloride + Pseudoephedrine Hydrochloride)","Sting Kure - Liq (Benzocaine + Camphor + Diphenhydramine Hydrochloride + Phenol)","Sting-Eze-Liq (Benzocaine + Camphor + Diphenhydramine Hydrochloride + Phenol)","Suppress Cough Syr W.Cod.Diphen.Hcl Amm.Chl. (Ammonium Chloride + Codeine Phosphate + Diphenhydramine Hydrochloride)"	Drug/Small Molecule	"ChEBI:4636","ChemSpider:2989","ClinicalTrials.gov:NCT01289938","DrugBank:DB01075","Drugs Product Database (DPD):2244203","FDA Drug Label at DailyMed:6fe6fe2d-4405-4e7a-a2ed-5eb367d52842","HET:2PM","IUPHAR Ligand:1224","KEGG Drug:D00300","National Drug Code Directory:0121-0489-05","PDB:2PM","PubChem Compound:3100","PubChem Substance:46505484","PubChem Substance:7847366","Therapeutic Targets Database:DAP000490","Web Resource:http://en.wikipedia.org/wiki/Diphenhydramine"	CN(C)CCOC(c1ccccc1)c2ccccc2	No	"ATC:D04AA(Antihistamines for topical use)","ATC:R06AA(Aminoalkyl ethers)","NDFRT:N0000147816(DIPHENHYDRAMINE)","RxNorm:3498(Diphenhydramine)","UMLS:C0012522(Diphenhydramine)"
PA164746037	diphenidol	"Difenidol hydrochloride","Diphenidol HCl","Difenidol HCl","Difenidolum [INN-Latin]","Diphenidol hydrochloride","Difenidolo [DCIT]","Difenidol"	"Cephadol","Satanolon","Ansmin","Maniol","Vontrol","Verterge","Nometic","Celmidol","Avomol","Cerrosa","Yesdol"		Drug/Small Molecule	"ChEBI:4638","ChemSpider:2947","DrugBank:DB01231","KEGG Compound:C06961","KEGG Drug:D03858","PubChem Compound:3055","PubChem Substance:46506486","PubChem Substance:9175","Therapeutic Targets Database:DAP001133"		No	"MeSH:C004858(diphenidol)","NDFRT:N0000147817(DIPHENIDOL)","RxNorm:23370(diphenidol)","UMLS:C0058371(diphenidol)"
PA164746539	diphenoxylate	"Diphenoxylatum [INN-Latin]","Diphenoxylate Hydrochloride","Diphenoxalate","Difenossilato [Dcit]","Dea No. 9170","Difenoxilato [INN-Spanish]"	"Lomotil"	"Lomotil (Atropine Sulfate + Diphenoxylate Hcl)"	Drug/Small Molecule	"ChemSpider:12919","DrugBank:DB01081","FDA Drug Label at DailyMed:d2b171be-ac59-48ec-84da-03d3f2d34ca6","KEGG Drug:D00301","National Drug Code Directory:54868-0427-5","PubChem Compound:13505","PubChem Substance:10074","PubChem Substance:46507130","Therapeutic Targets Database:DAP001136","Web Resource:http://en.wikipedia.org/wiki/Diphenoxylate"	CCOC(=O)C1(CCN(CC1)CCC(C#N)(c2ccccc2)c3ccccc3)c4ccccc4	No	"ATC:A07DA(Antipropulsives)","NDFRT:N0000147818(DIPHENOXYLATE)","RxNorm:3500(Diphenoxylate)","UMLS:C0012525(Diphenoxylate)"
PA164712690	Diphenylbutylpiperidine derivatives				Drug Class	null		No	"ATC:N05AG(Diphenylbutylpiperidine derivatives)"
PA164712691	Diphenylmethane derivatives				Drug Class	null		No	"ATC:N05BB(Diphenylmethane derivatives)"
PA164712692	Diphenylpropylamine derivatives				Drug Class	null		No	"ATC:N02AC(Diphenylpropylamine derivatives)"
PA164746377	diphenylpyraline	"Diphenylpyrilene","Diphenylpyralamine","Diphenylpyraline Hydrochloride"	"Hispril","Neargal","Hystryl","Belfene","Dafen","Dayfen","Histryl","Diafen","Histyn","Lyssipoll","Mepiben","Allergen"	"Biohisdex Dm Decongestant (Dextromethorphan Hydrobromide + Diphenylpyraline Hydrochloride + Phenylephrine Hydrochloride)","Biohisdine Dm Decongestant (Dextromethorphan Hydrobromide + Diphenylpyraline Hydrochloride + Phenylephrine Hydrochloride)","Chemhisdex Dm Decongestant (Dextromethorphan Hydrobromide + Diphenylpyraline Hydrochloride + Phenylephrine Hydrochloride)","Chemhisdine Dm Decongestant (Dextromethorphan Hydrobromide + Diphenylpyraline Hydrochloride + Phenylephrine Hydrochloride)","Codalin (Codeine Phosphate + Diphenylpyraline Hydrochloride + Phenylephrine Hydrochloride)","Corytab (Acetaminophen + Caffeine + Diphenylpyraline Hydrochloride)","Creo-Rectal Adulte (Camphor + Diphenylpyraline Hydrochloride + Guaiacol Carbonate)","Creo-Rectal Enfant (Camphor + Diphenylpyraline Hydrochloride + Guaiacol Carbonate)","Creo-Rectal Nourrisson (Camphor + Diphenylpyraline Hydrochloride + Guaiacol Carbonate)","Emercidin D Tab (Acetaminophen + Caffeine + Diphenylpyraline Hydrochloride + Phenylpropanolamine Hydrochloride)","Emercreme No4 Ont Efa (Bacitracin + Benzocaine + Cetylpyridinium Chloride + Diphenylpyraline Hydrochloride + Tyrothricin)","Metrate (Dextromethorphan Hydrobromide + Diphenylpyraline Hydrochloride + Potassium Iodide + Sodium Citrate)","Nezger Tab (Acetylsalicylic Acid + Diphenylpyraline Hydrochloride + Guaifenesin + Phenylephrine Hydrochloride)","Oradrine 2 Tab (Acetaminophen + Caffeine + Diphenylpyraline Hydrochloride + Phenylpropanolamine Hydrochloride)","Oradrine Tablets (Acetaminophen + Caffeine + Codeine Phosphate + Diphenylpyraline Hydrochloride + Phenylpropanolamine Hydrochloride)","Oradrine-2 Tab (Acetaminophen + Caffeine + Diphenylpyraline Hydrochloride + Phenylpropanolamine Hydrochloride)","Protectosil Plus Efa (Diphenylpyraline Hydrochloride + Silicone)","Sinugex 38 (Acetaminophen + Caffeine + Diphenylpyraline Hydrochloride)","Solucodan-H (Diphenylpyraline Hydrochloride + Hydrocodone Bitartrate + Menthol + Potassium Guaiacol Sulphonate + Sodium Citrate)","Vito Bronches Sirop (Dextromethorphan Hydrobromide + Diphenylpyraline Hydrochloride + Potassium Iodide + Sodium Citrate)"	Drug/Small Molecule	"BindingDB:50241333","ChEBI:59788","ChemSpider:2992","DrugBank:DB01146","Drugs Product Database (DPD):777285","KEGG Drug:D01172","PubChem Compound:3103","PubChem Substance:46504936","PubChem Substance:615228","Therapeutic Targets Database:DAP001071","Web Resource:http://en.wikipedia.org/wiki/Diphenylpyraline"		No	"ATC:R06AA(Aminoalkyl ethers)","ATC:V01AA(Allergen extracts)","MeSH:C009871(diphenylpyraline)","NDFRT:N0000147819(DIPHENYLPYRALINE)","RxNorm:23386(diphenylpyraline)","UMLS:C0058389(diphenylpyraline)"
PA164712693	Diphtheria vaccines				Drug Class	null		No	"ATC:J07AF(Diphtheria vaccines)"
PA449364	dipivefrin		"Dipivefrin HCL","Dipivefrine","Ophtho-Dipivefrin","AKPro","Dipivefrin [USAN]","Propine","DPE","Dipivefrina [INN-Spanish]","Dipivefrinum [INN-Latin]","Propine C Cap B.I.D."	"Probeta - Liq Oph (Dipivefrin Hydrochloride + Levobunolol Hydrochloride)"	Drug/Small Molecule	"ChEBI:4646","ChemSpider:2994","DrugBank:DB00449","Drugs Product Database (DPD):2242232","KEGG Compound:C06963","KEGG Drug:D02349","National Drug Code Directory:0023-9208-10","PubChem Compound:3105","PubChem Substance:46504716","PubChem Substance:9177","Therapeutic Targets Database:DAP000593","Web Resource:http://en.wikipedia.org/wiki/Dipivefrin"		No	"ATC:S01EA(Sympathomimetics in glaucoma therapy)","MeSH:C015173(dipivefrin)","NDFRT:N0000147820(DIPIVEFRIN)","RxNorm:23410(Dipivefrin)","UMLS:C0058415(Dipivefrin)"
PA449367	dipyridamole	"Dipyudamine","Usaf Ge-12","Dipiridamol","Dipyridamol","Dypyridamol","Dipyridamine"	"Chilcolan","Piroan","Stimolcardio","Aggrenox","Stenocardil","Coridil","Dipyidamole","Agilease","Apricor","Anginal","Stenocardiol","Corosan","Coroxin","Apo-Dipyridamole Fc","IV Persantine","Cardoxil","Coronarine","Prandiol","Novo-Dipiradol","Protangix","Persantine","Curantyl","RA 8","Apo-Dipyridamole Sc","Kurantil","Prandiol 75","Cardioflux","Cleridium 150","Cleridium","Natyl","Persantin","Justpertin","Dipyridan","Peridamol","Permiltin","RA-8","Coribon","Gulliostin"		Drug/Small Molecule	"BindingDB:23620","ChEBI:4653","ChemSpider:2997","DrugBank:DB00975","Drugs Product Database (DPD):2244475","FDA Drug Label at DailyMed:af761b27-1df6-4d2f-a621-8b9950538e1c","KEGG Drug:D00302","National Drug Code Directory:55390-555-10","PubChem Compound:3108","PubChem Substance:148864","PubChem Substance:46506292","Therapeutic Targets Database:DNC001625","Web Resource:http://en.wikipedia.org/wiki/Dipyridamole"	C1CCN(CC1)c2c3c(c(nc(n3)N(CCO)CCO)N4CCCCC4)nc(n2)N(CCO)CCO	No	"ATC:B01AC(Platelet aggregation inhibitors excl. heparin)","ATC:C01DX(Other vasodilators used in cardiac diseases)","NDFRT:N0000146237(DIPYRIDAMOLE)","RxNorm:3521(Dipyridamole)","UMLS:C0012582(Dipyridamole)"
PA164712694	Direct thrombin inhibitors				Drug Class	null		No	"ATC:B01AE(Direct thrombin inhibitors)"
PA449368	dirithromycin		"Dynabac"		Drug/Small Molecule	"DrugBank:DB00954","KEGG Drug:D03865","PubChem Compound:5464388","PubChem Substance:214716","Therapeutic Targets Database:DAP000888","Web Resource:http://en.wikipedia.org/wiki/Dirithromycin"		No	"ATC:J01FA(Macrolides)","NDFRT:N0000148396(DIRITHROMYCIN)","RxNorm:23437(dirithromycin)","UMLS:C0058445(dirithromycin)"
PA449373	disopyramide	"Disopyramidum [INN-Latin]","Disopyramide Free Base","Disopyramide Phosphate","Disopiramida [INN-Spanish]"	"Rythmodan P","Isorythm","Ritmodan","Dicorantil","Searle 703","Lispine","Xi-Disopyramide","Rythmodan-La","Rythmodan","Norpace","Norpace CR"		Drug/Small Molecule	"ChEBI:4657","ChemSpider:3002","DrugBank:DB00280","Drugs Product Database (DPD):2224828","FDA Drug Label at DailyMed:3b95acd8-1cce-4b76-9cb2-6e9ea40e54b1","KEGG Compound:C06965","KEGG Drug:D00303","National Drug Code Directory:58177-002-04","PubChem Compound:3114","PubChem Substance:162448","PubChem Substance:46508226","Therapeutic Targets Database:DAP000504","Web Resource:http://en.wikipedia.org/wiki/Disopyramide"		No	""ATC:C01BA(Antiarrhythmics, class Ia)"","NDFRT:N0000147821(DISOPYRAMIDE)","RxNorm:3541(Disopyramide)","UMLS:C0012702(Disopyramide)"
PA449376	disulfiram	"Dupont Fungicide 4472","Tetraethylthiuram Disulphide","Tetraethylthioperoxydicarbonic Diamide","Usaf B-33","TTD","Tetraethylthiuran Disulfide","TETD","Tetraethylthiuram","Tetraethylthiuram Disulfide","Tetraethylthiram Disulfide","Dupon 4472","Disulphuram","Tetraethylthiram Disulphide","Disulfuram","TATD","Tetraethylthiuram Sulfide"	"Anticol","Etabus","Exhoran","Ethyl Thiudad","Antiaethan","Teturamin","Perkait Tetd","TTS X","Antaethyl","Ethyldithiurame","Anti-Ethyl","Ekagom Tetds","Nocceler Tet-G","Antietanol","Antietil","Antalcol","Gababentin","Antaetil","Alcophobin","Stopety","Bonibal","Ekaland Tetd","Ethyl Tuads","Tenutex","Sanceler Tet-G","Tetraetil","Super Rodiatox","Alk-Aubs","Contralin","Averzan","Nocceler Tet","Stopaethyl","Ethyl Tuex","Perkacit Tetd","Anthethyl","Krotenal","Thiocid","Stopetyl","Anteyl","Nocbin","Tetradine","Disulfram","Ethyl Thiram","Ancazide Et","Tetradin","Abstinil","Aversan","Ephorran","Tiuram","Antabuse","Etyl Tuex","Refusal","TTS","Espenal","Thireranide","Antethyl","Cronetal","Dicupral","Ethyldithiourame","Disetil","Tenurid","Noxal","Abstensil","Antetan","Antivitium","Esperal","Ekagom Dtet","Accel Tet-R","Exhorran","Antadix","Thioscabin","Antaenyl","Antetil","Hoca","Soxinol Tet","Akrochem Tetd","Ekagom Teds","Contrapot","Ethyl Tuads Rodform","Disulfan","Tetidis","Teturam","Accel Tet","Antaethan","Ethyl Thiurad","Ro-Sulfiram","Tillram","Sanceler Tet","Antikol","Abstinyl","Stopethyl","Antabus","Thiophos"		Drug/Small Molecule	"ChEBI:4659","ChemSpider:3005","ClinicalTrials.gov:NCT00149630","ClinicalTrials.gov:NCT00395850","DrugBank:DB00822","Drugs Product Database (DPD):2534","FDA Drug Label at DailyMed:5fa6a93d-e41a-4942-b725-5f868ed96d53","KEGG Compound:C01692","KEGG Drug:D00131","National Drug Code Directory:49884-153-01","PubChem Compound:3117","PubChem Substance:46506008","PubChem Substance:4833","Therapeutic Targets Database:DAP000012","Web Resource:http://en.wikipedia.org/wiki/Disulfiram"	CCN(CC)C(=S)SSC(=S)N(CC)CC	No	"ATC:N07BB(Drugs used in alcohol dependence)","ATC:P03AA(Sulfur containing products)","NDFRT:N0000146816(DISULFIRAM)","RxNorm:3554(Disulfiram)","UMLS:C0012772(Disulfiram)"
